filename,city,state,Geography,District #,office,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
Berkeley_11022010_CityCouncilDistrict8.csv,Berkeley,CA,city council,8,City council,2010,5943.437763408682,4635.194488726582,5659.972620777295,9.168790092615867,14.063775203668243,94.71636627,1339.8962588759634,7555.561839000888,125414.5129603765,65823.68587105379,5140.964650632376,14.576209351797862,247.74382238367485,3516.371257012607,525.8197586771809,22.84358697345263,12936.739328119756,2962.730740465371,1885.9829115989548,12936.739328119756,12936.739328119756,4171.110759727488
Berkeley_11042014_CityCouncilDistrict8.csv,Berkeley,CA,city council,8,City council,2014,9080.537503974167,7124.256721,8579.453388878223,8.024446221,19.27928072,82.63856568157901,1772.113388557534,10055.09783228631,130880.3689900179,69616.58784255775,7890.153080523861,4.514613688000046,244.31369687405464,3639.2776976740047,721.1618038487137,55.81637901710645,16245.133847587223,2792.844301,1447.9889325077822,16245.133847587223,16245.133847587223,5934.968555985759
Berkeley_11062018_CityCouncilDistrict8.csv,Berkeley,CA,city council,8,City council,2018,9602.841310726408,7715.203166384945,8750.430818864652,4.518009290156151,12.31326833189042,50.323894788654044,1626.677415787435,10393.695801935886,162882.33647136495,106227.39334377744,8355.285275053811,24.689208465869815,158.7126481012938,4048.0924076436936,695.7232736135323,143.13748230076544,16777.794865230288,3047.0706992985247,1893.7768424977362,16777.794865230288,16777.794865230288,5891.237031435575
Minneapolis_11022021_CityCouncilWard8.csv,Minneapolis,MN,city council,8,City council,2021,20224.325001157707,10437.691864301854,18309.813869460017,6.368882715408494,13.092634032997085,362.25925417059227,4916.802376155319,16733.010823703753,106595.5168585455,84118.30832675721,17145.118910647452,66.53102524524724,765.1812929972142,1006.797779455142,5812.2953963762975,121.40191471477733,29193.848249275256,4338.5795224566355,2332.1000041693087,29193.848249275256,29193.848249275256,12073.026806509335
Minneapolis_11062009_Ward8CityCouncil.csv,Minneapolis,MN,city council,8,City council,2009,17995.819693294103,6933.178677,16202.287759195866,8.064095654693201,0.001574009,578.3938031971288,6350.650480466235,13466.48137282207,63590.112048253286,50866.95945032645,14896.19057298907,73.68351677,1134.4203461161776,849.3758740187744,6206.587045842318,6.9999998254831715,27405.384313723087,5414.54772,4036.896417,27405.384313723087,27405.384313723087,10324.454089082381
Minneapolis_11072017_Ward8CityCouncil.csv,Minneapolis,MN,city council,8,City council,2017,20570.003970004036,9424.395442546347,18750.795211497425,5.201195117712554,0,406.9148776536015,5379.228385338758,16578.48813317729,85368.14831,65656.21452027714,17775.246716881662,50.41358434691456,848.5809399230395,1486.4933609402842,6123.128983078377,202.70983180604773,29969.93128262921,5575.080635044642,3121.7525469550774,29969.93128262921,29969.93128262921,11867.662929294893
NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,New York ,NY,city council,8,City council,2021,112105.17966706498,24983.30955718133,71005.12454,10.921771018980921,55.217273673887405,1987.293701463607,96855.15492721884,12813.49844278765,59806.58841165669,32986.55627505635,63247.50425079176,173.9193080884479,5235.059037775373,8825.483471321515,64918.80179966284,478.14497326032864,166506.23927770287,43687.60871521462,20873.211522193113,166506.23927770287,166506.23927770287,65601.46866245686
SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,San Francisco,CA,city council,8,City council,2018,70416.09891123802,52807.34652541572,58712.771997370706,3.5162510061873986,39.99999952000805,695.1920036108144,10142.955176382244,52804.03185852289,208767.38533598863,163482.30776778827,56644.99586081814,64.60492026090486,1265.300143208126,16720.37589165705,4237.131421821603,673.8406358,84249.93534,17906.709754772128,7367.0726809873795,84249.93534,84249.93534,39897.72920715794
SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,San Francisco,CA,city council,8,City council,2010,62776.20604174435,44779.50515165527,52443.82706094976,6.391809046879497,14.961886730149857,784.1389490672921,9410.341577270272,50483.93436529157,136154.45979944826,101505.74895368094,49093.23085,80.17421668873999,720.454638,10774.588247295325,3706.7455277247554,294.1721356990275,74380.14313106559,15251.165917342001,6875.621548693986,74380.14313106559,74380.14313106559,37156.379371710835
SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,San Francisco,CA,city council,8,City council,2018,70416.09891123802,52807.34652541572,58712.771997370706,3.5162510061873986,39.99999952000805,695.1920036108144,10142.955176382244,52804.03185852289,208767.38533598863,163482.30776778827,56644.99586081814,64.60492026090486,1265.300143208126,16720.37589165705,4237.131421821603,673.8406358,84249.93534,17906.709754772128,7367.0726809873795,84249.93534,84249.93534,39897.72920715794
SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,San Francisco,CA,city council,8,City council,2006,67279.26304391798,,56028.943112971654,,29.16754875014383,913.5412104742328,9313.071507,56126.19274724115,125542.53682698672,93221.43386554619,53291.47394100469,87.13939444734564,706.6487539282638,9822.692742405072,3598.517466493729,215.8282284496635,78858.95559594865,13862.063047939248,6941.116449623176,78858.95559594865,78858.95559594865,38355.18815
SanFrancisco_11082022_BoardofSupervisorsD8.csv,San Francisco,CA,city council,8,City council,2022,69998.39277830673,54801.706011098264,58168.63177279698,3.548751480556126,40.99999973600907,716.8822174546542,10042.98482335856,51982.025200278855,255137.95726671285,186070.5157684863,56103.74312114606,45.94969112708546,1547.2865523386185,17210.540024907856,4409.563577947357,470.6993213293171,84620.06410685844,17853.184605948216,7769.398246243264,84620.06410685844,84620.06410685844,40063.34078567367
Alaska_11082022_HouseDistrict8.csv,,AK,lower state legislative,8,State house,2022,11219.316580050283,2645.809616121756,6970.720373757091,8.703645987734738,5.105169120654828,103.29874646455248,513.4160285,12706.13141065875,103569.86631720234,76016.32965906062,6364.946410454018,726.2916797147368,1978.522393848214,440.3386680182491,304.4772333537577,112.57527746051395,15923.120627394637,468.49206607458785,223.4759075382663,15923.120627394637,15923.120627394637,6029.324392719558
Minneapolis_11072023_CityCouncilWard8.csv,Minneapolis,MN,city council,8,City council,2023,20224.325001157707,10437.691864301856,18309.813869460013,6.368882715408494,13.092634032997085,362.2592541705923,4916.8023761553195,16733.010823703753,106595.51685854548,84118.30832675727,17145.118910647452,66.53102524524724,765.1812929972141,1006.797779455142,5812.295396376297,121.40191471477733,29193.84824927526,4338.579522456635,2332.100004169308,29193.84824927526,29193.84824927526,12073.026806509337
Corvallis_11082022_CityCouncilWard9.csv,Corvallis,OR,city council,9,City council,2022,1502.0353725569587,619.9968566330601,1206.698573832977,8.224455805766391,0,14.294568470962368,470.1140131596081,1643.943211271791,68067.49670129326,54209.38212103157,1107.6980858640336,49.18940338,191.34509267403783,203.0264469723633,105.00399394511852,8.684210706908575,2441.580924068806,358.45043161455794,228.39894062031289,2441.580924068806,2441.580924068806,1052.8530796209166
Minneapolis_11022021_CityCouncilWard9.csv,Minneapolis,MN,city council,9,City council,2021,20253.854311630428,8359.240923659363,17173.501475713183,7.991100808,1.782169504190993e-07,329.8517319679675,7649.948996,13568.540160972567,81438.14487,65541.81847938654,15800.783416397906,232.2521527929333,1842.6992141481887,1216.3768224875164,7159.746698899893,27.52605617481332,30772.033690352622,6429.854352035995,3658.9448037293555,30772.033690352622,30772.033690352622,11448.373129314725
Minneapolis_11052013_Ward9CityCouncil.csv,Minneapolis,MN,city council,9,City council,2013,19791.973412384472,6417.669305270052,16870.207032971328,8.643105481398063,5.533623315175341,652.1696991293691,8951.240411918872,12593.289491128317,58543.709849907566,46563.69339927976,15413.351161671964,50.64499908840822,2191.3411587874084,1326.381756017031,7397.678814149334,69.67634890375959,31330.526333146267,7419.671836,5347.012753653632,31330.526333146267,31330.526333146267,10794.203997261666
Minneapolis_11062009_Ward9CityCouncil.csv,Minneapolis,MN,city council,9,City council,2009,17100.233013825306,6854.219875655301,14985.311859880745,8.785177735,8.453870824679287,780.0146341782232,6445.701078086674,12191.676251652782,51488.535963980255,44284.136546670015,14194.492560816037,3361.918233430612,2570.3356367197835,907.4431513509223,5521.901757737457,136.45405065369062,27211.890520846857,5474.492009851957,4415.8732589718675,27211.890520846857,27211.890520846857,10430.502276232897
Minneapolis_11072017_Ward9CityCouncil.csv,Minneapolis,MN,city council,9,City council,2017,21204.22749546303,7531.002185076863,18524.787097653832,5.783502915,1.5340995563272814e-05,628.9105813183935,9193.287189588344,13472.216625362307,68927.19531130599,55467.29347580219,17452.52238726841,135.52078749607145,1898.1513354221008,1310.1115968978927,7673.451242408221,67.17153900388557,32299.697738769588,8223.165449835764,5333.901282,32299.697738769588,32299.697738769588,11329.18796454338
NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,New York ,NY,city council,9,City council,2021,124028.92149091203,51478.919238878676,89545.09908040152,9.478073786749343,10.11735739368649,1727.0494938980125,44278.03276298588,26068.417108708512,94538.70694336851,55330.14266331303,81058.99876787371,117.27381123449261,2891.1809309549208,9820.583603496341,98978.03026,178.3639568065161,170466.39769859271,41230.292014842984,18902.50304,170466.39769859271,170466.39769859271,71230.24678721081
SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,San Francisco,CA,city council,9,City council,2004,49850.27026243239,,40968.962259363536,,42.82565245658505,883.2075098480425,23732.96482,25118.602531708955,92885.20518146695,71485.85759770787,38560.50584641003,84.39658656332492,869.3867205,13910.290274773257,2777.7621363005683,393.73559128266595,65476.51440294633,24874.816336021107,12533.212738093354,65476.51440294633,65476.51440294633,21613.07804756539
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,San Francisco,CA,city council,9,City council,2020,58091.308728494696,29354.887089121694,45862.243127184185,5.598631723921978,0.6692740191910346,791.0426815905167,23760.540408193006,23694.631379639697,200263.82221288988,134650.73288156392,43294.564120530784,81.89343449405135,1684.994296201459,21915.732741439824,4293.398317913225,453.9067185311005,73614.28613118577,24939.793641185646,11323.19760020806,73614.28613118577,73614.28613118577,26748.552914272754
SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,San Francisco,CA,city council,9,City council,2008,46922.47694164212,21060.343017935294,40118.043502541565,7.034167085,38.96006654667933,966.5782045525327,23781.31960064101,22081.25904561977,92840.89800916403,71430.63260356434,38168.198945060634,3061.3831731831306,919.2466224652451,14791.911401546986,3155.077849409534,299.5820064326511,63540.72547309488,25017.456759939978,13116.968240188779,63540.72547309488,63540.72547309488,21836.93408202262
SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,San Francisco,CA,city council,9,City council,2016,61712.49307951594,29543.263946799794,49980.67414285781,4.612173639251894,16.66162923296415,894.9431493035866,26040.315007295947,27371.06468922167,147521.61172353028,105086.42239018492,47680.43910579003,136.39556780438073,1104.963677323858,21518.379586085674,4169.691447570446,424.19505035251586,78589.84174181265,27970.99065974368,12288.35290500421,78589.84174181265,78589.84174181265,27161.786831763988
Alaska_11082022_HouseDistrict9.csv,,AK,lower state legislative,9,State house,2022,15139.569773422858,8616.688439932113,11355.26599702308,4.941938842531111,125.78002099517914,237.88661397669065,1599.0961375968268,16644.201476149214,195629.8584470549,164156.96867523788,10793.622051951144,494.2208778415597,1764.4865359093988,1004.4103397566444,1041.4293166843947,76.28692463252357,21830.00589092995,1111.7416128072127,451.43551292510153,21830.00589092995,21830.00589092995,7890.320858605684
Minneapolis_11022021_CityCouncilWard10.csv,Minneapolis,MN,city council,10,City council,2021,23161.58095010796,13751.601437370113,25150.077091914296,5.385847216409352,5.000000009240036,245.80299310743635,3205.6182615270177,20354.447337787915,87589.64559229508,64177.59776856775,23799.846553099727,184.10974587254168,980.8514152343989,1940.5569323719506,6483.855259255561,14.000001143483592,32308.109810615897,4225.508566090256,1932.2713194784244,32308.109810615897,32308.109810615897,18048.744996763657
Minneapolis_11062009_Ward10CityCouncil.csv,Minneapolis,MN,city council,10,City council,2009,21229.990115445376,11598.129886588458,21004.37559327994,6.609675503147767,0,451.65411485127316,3074.3304453441515,22435.817205255098,67232.96717044398,46237.25510964111,19614.514443297598,55.863698571010474,573.0441740887451,830.4011509472538,2890.076906519126,1.7451690223699152e-07,29708.81688120838,4266.652828,3102.2490876892102,29708.81688120838,29708.81688120838,15476.208146125453
Minneapolis_11072017_Ward10CityCouncil.csv,Minneapolis,MN,city council,10,City council,2017,22076.574738714648,12736.44216,23025.852555126894,2.9912391491424652,0,127.19719163468353,3084.638971819229,20475.145110478818,78104.88245021582,53273.659613075724,22336.507853668816,164.6271299,358.5380223936326,1566.247594010864,5113.560066021257,52.18490544377763,30299.472257137906,4465.337944653692,2582.875121190824,30299.472257137906,30299.472257137906,16244.425345354439
NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,New York ,NY,city council,10,City council,2021,124617.22558436361,46055.68923662127,93286.11516,11.776424241520523,0,1662.537493351857,119714.47731659518,31821.639663689806,87379.15276575956,63986.68306546572,82294.65585426912,29.04651223967871,6840.018049614767,7497.055993192542,28333.812947293107,706.8025326930144,170421.26879294126,75138.64422888916,31886.57718,170421.26879294126,170421.26879294126,61376.320880590705
SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,San Francisco,CA,city council,10,City council,2010,53253.29837140657,16963.483858245014,42786.23829400041,13.205238681387371,34.430492236750105,1134.7453814488974,16250.827301554062,13730.821565018208,89836.21265978465,61232.44283,37139.03036734909,85.39556120427162,1865.3615383471138,28742.469844928244,17897.363518202208,1702.7328755608855,77945.08198955364,29060.687814217763,11719.138371343199,77945.08198955364,77945.08198955364,24911.56055
SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,San Francisco,CA,city council,10,City council,2014,54643.00037068535,18961.86051496714,42877.40608505661,9.728678754832783,0.1483569412252766,1025.4126425818872,17605.89957217222,13800.849072105277,105130.29711413132,70561.10711097176,38709.07588789297,52.03239115995268,829.7444083343134,30017.650398102116,15250.986844411918,2050.731840212858,77155.24579603599,30554.31414514659,12018.540955869366,77155.24579603599,77155.24579603599,24838.975961400723
SanFrancisco_11062018_BoardofSupervisorsDistrict10.csv,San Francisco,CA,city council,10,City council,2018,59490.798066944095,22428.995855694346,45211.94492514688,6.111933142962335,35.50129223082085,1043.838855738526,18271.547525712223,15127.904789386479,140704.9237492508,94883.90176,42444.56529631423,83.65618487554407,812.6776127392352,33095.55956376682,14487.95096580218,1679.1172493522993,80370.81624109576,32862.833965682825,11317.527372997578,80370.81624109576,80370.81624109576,26222.91789867449
SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,San Francisco,CA,city council,10,City council,2006,52314.08171140263,,39484.57679805442,,37.770136722820226,892.2432681185837,16209.271671169829,14477.195929972157,80237.31203006505,56287.48793966882,34915.30848500837,72.76123186997114,1438.3159000315663,26413.47262036784,18723.194040242295,1168.5112586521566,76912.23337124023,27888.72869367293,10939.031728271037,76912.23337124023,76912.23337124023,23262.195901939813
SanFrancisco_11082022_BoardofSupervisorsD10.csv,San Francisco,CA,city council,10,City council,2022,55023.82531325898,21350.275399059406,40803.68448075267,6.801024359827005,19.73373190932541,945.9774425058513,15564.366395994763,13032.159060658938,163418.63259006446,107466.25240931052,38031.03868139982,115.79010676938721,1355.2932767164978,31984.30089258442,13140.893401205438,1478.442545660047,73399.34950502608,28769.680538610268,10010.706349603433,73399.34950502608,73399.34950502608,24499.581508264724
